frame_index,t_start,t_end,left_events,right_events,processing_seconds
403,1750921987.976091,1750921987.988091,126821,130269,0.2401196830032859
404,1750921987.988091,1750921988.000091,125076,129231,0.23423146700952202
405,1750921988.000091,1750921988.0120912,145243,150220,0.26039664501149673
406,1750921988.0120912,1750921988.0240912,161774,164597,0.295563162988401
407,1750921988.0240912,1750921988.0360913,120945,125181,0.23261564399581403
408,1750921988.0360913,1750921988.0480914,137998,140539,0.24911713600158691
409,1750921988.0480914,1750921988.0600915,126291,134192,0.23777856900414918
410,1750921988.0600915,1750921988.0720916,130575,139154,0.2462603849999141
411,1750921988.0720916,1750921988.0840917,122310,129029,0.23222308000549674
412,1750921988.0840917,1750921988.0960917,124858,129037,0.23561939000501297
413,1750921988.0960917,1750921988.1080918,110942,112754,0.2305556220089784
414,1750921988.1080918,1750921988.120092,119459,119450,0.22524210299889091
415,1750921988.120092,1750921988.132092,117109,118082,0.22169880999717861
416,1750921988.132092,1750921988.144092,117894,119696,0.2238956280052662
417,1750921988.144092,1750921988.1560922,133922,136264,0.24760247200902086
418,1750921988.1560922,1750921988.1680923,127125,127884,0.23498150600062218
419,1750921988.1680923,1750921988.1800923,129040,131504,0.23869845099397935
420,1750921988.1800923,1750921988.1920924,111137,112048,0.2114960949984379
421,1750921988.1920924,1750921988.2040925,117106,118479,0.22722726299252827
422,1750921988.2040925,1750921988.2160926,123999,126854,0.24198892299318686
423,1750921988.2160926,1750921988.2280927,115457,119076,0.2188436830037972
424,1750921988.2280927,1750921988.2400928,116562,117913,0.2261244719993556
425,1750921988.2400928,1750921988.2520928,130999,138082,0.24837664599181153
426,1750921988.2520928,1750921988.264093,125191,130575,0.23423469600675162
427,1750921988.264093,1750921988.276093,107848,112631,0.2090873580018524
428,1750921988.276093,1750921988.288093,107736,110996,0.20614879499771632
429,1750921988.288093,1750921988.3000932,107366,109968,0.25362187399878167
430,1750921988.3000932,1750921988.3120933,115629,118355,0.23501975199906155
431,1750921988.3120933,1750921988.3240933,121680,124214,0.2250795680010924
432,1750921988.3240933,1750921988.3360934,114715,116449,0.21550763699633535
433,1750921988.3360934,1750921988.3480935,107877,110206,0.20530562099884264
434,1750921988.3480935,1750921988.3600936,105788,109965,0.2511619869910646
435,1750921988.3600936,1750921988.3720937,105990,110097,0.19939574200543575
436,1750921988.3720937,1750921988.3840938,115806,114672,0.21010482699784916
437,1750921988.3840938,1750921988.3960938,111581,109233,0.20244063300197013
438,1750921988.3960938,1750921988.408094,101776,100653,0.21504803400603123
439,1750921988.408094,1750921988.420094,106253,105262,0.20048228300584015
440,1750921988.420094,1750921988.432094,108319,107376,0.202862362988526
441,1750921988.432094,1750921988.4440942,116409,114926,0.21110087100532837
442,1750921988.4440942,1750921988.4560943,108458,106131,0.20375325699569657
443,1750921988.4560943,1750921988.4680943,118752,116753,0.21496023799409159
444,1750921988.4680943,1750921988.4800944,115259,111589,0.2125523140130099
445,1750921988.4800944,1750921988.4920945,119802,117540,0.21865869499742985
446,1750921988.4920945,1750921988.5040946,115745,111076,0.21234764000109863
447,1750921988.5040946,1750921988.5160947,125691,122235,0.2271597479993943
448,1750921988.5160947,1750921988.5280948,125149,119405,0.23888542399799917
449,1750921988.5280948,1750921988.5400949,147207,142086,0.2571995070029516
450,1750921988.5400949,1750921988.552095,204193,201244,0.32972982300270814
451,1750921988.552095,1750921988.564095,174430,175903,0.2940363770030672
452,1750921988.564095,1750921988.576095,141162,142740,0.2529157500102883
453,1750921988.576095,1750921988.5880952,139331,142090,0.2568659749958897
454,1750921988.5880952,1750921988.6000953,162283,164392,0.28554812500078697
455,1750921988.6000953,1750921988.6120954,177851,179099,0.3036038159916643
456,1750921988.6120954,1750921988.6240954,153117,153452,0.27467195699864533
457,1750921988.6240954,1750921988.6360955,180181,181689,0.3263235009944765
458,1750921988.6360955,1750921988.6480956,158426,158863,0.28015728399623185
459,1750921988.6480956,1750921988.6600957,191008,192498,0.31806367500394117
460,1750921988.6600957,1750921988.6720958,188654,192538,0.33966082098777406
461,1750921988.6720958,1750921988.6840959,186106,190121,0.3159845350019168
462,1750921988.6840959,1750921988.696096,172210,187178,0.3433248130022548
463,1750921988.696096,1750921988.708096,173234,187705,0.3029740009951638
464,1750921988.708096,1750921988.720096,192669,205929,0.33056779600156005
465,1750921988.720096,1750921988.7320962,218949,233316,0.3646818510023877
466,1750921988.7320962,1750921988.7440963,179554,191911,0.3157058770011645
467,1750921988.7440963,1750921988.7560964,165954,177680,0.3018582759978017
468,1750921988.7560964,1750921988.7680964,170085,179523,0.30334065400529653
469,1750921988.7680964,1750921988.7800965,202808,213949,0.344658685993636
470,1750921988.7800965,1750921988.7920966,186719,193369,0.3221138609951595
471,1750921988.7920966,1750921988.8040967,184836,192853,0.32096069600083865
472,1750921988.8040967,1750921988.8160968,175741,184937,0.31779131799703464
473,1750921988.8160968,1750921988.8280969,173326,185995,0.3066045340092387
474,1750921988.8280969,1750921988.840097,184671,195520,0.32698188100766856
475,1750921988.840097,1750921988.852097,193541,209010,0.33619022100174334
476,1750921988.852097,1750921988.864097,175732,190805,0.32097347200033255
477,1750921988.864097,1750921988.8760972,184964,203034,0.33336211400455795
478,1750921988.8760972,1750921988.8880973,182607,197189,0.3277066449954873
479,1750921988.8880973,1750921988.9000974,176653,192398,0.3196178219950525
480,1750921988.9000974,1750921988.9120975,179015,205825,0.3391953639948042
481,1750921988.9120975,1750921988.9240975,188034,210404,0.33889382299093995
482,1750921988.9240975,1750921988.9360976,180352,194568,0.32347208699502517
483,1750921988.9360976,1750921988.9480977,202659,217802,0.3464794010069454
484,1750921988.9480977,1750921988.9600978,187174,202064,0.33337998199567664
485,1750921988.9600978,1750921988.9720979,172045,180952,0.3070970090047922
486,1750921988.9720979,1750921988.984098,173158,181922,0.3388436039967928
487,1750921988.984098,1750921988.996098,179382,193248,0.3178415150032379
488,1750921988.996098,1750921989.0080981,180679,195520,0.32658968699979596
489,1750921989.0080981,1750921989.0200982,183154,196014,0.320030624003266
490,1750921989.0200982,1750921989.0320983,178411,187795,0.3188128550100373
491,1750921989.0320983,1750921989.0440984,183684,190383,0.31897902399941813
492,1750921989.0440984,1750921989.0560985,212089,219488,0.3585941650089808
493,1750921989.0560985,1750921989.0680985,192323,198368,0.3470582339941757
494,1750921989.0680985,1750921989.0800986,203238,204301,0.3436657909915084
495,1750921989.0800986,1750921989.0920987,208517,215480,0.3560675769986119
496,1750921989.0920987,1750921989.1040988,253321,257348,0.4102972399996361
497,1750921989.1040988,1750921989.1160989,203430,223966,0.35918963300355244
498,1750921989.1160989,1750921989.128099,188464,214207,0.35373767200508155
499,1750921989.128099,1750921989.140099,182852,208306,0.3425193729926832
500,1750921989.140099,1750921989.1520991,184108,205604,0.3387946889997693
501,1750921989.1520991,1750921989.1640992,203462,215555,0.3583142349962145
502,1750921989.1640992,1750921989.1760993,243301,246035,0.4120659370091744
503,1750921989.1760993,1750921989.1880994,240890,243574,0.4022043559962185
504,1750921989.1880994,1750921989.2000995,224945,227998,0.37593273899983615
505,1750921989.2000995,1750921989.2120996,216107,218660,0.3652711930044461
506,1750921989.2120996,1750921989.2240996,215296,220232,0.3834371800039662
507,1750921989.2240996,1750921989.2360997,212255,225249,0.36947996099479496
508,1750921989.2360997,1750921989.2480998,208686,230470,0.3821227139997063
509,1750921989.2480998,1750921989.2601,213083,242747,0.37430156700429507
510,1750921989.2601,1750921989.2721,218531,245761,0.39322406600695103
511,1750921989.2721,1750921989.2841,206744,235581,0.37043011900095735
512,1750921989.2841,1750921989.2961001,207100,226379,0.38768288199207745
513,1750921989.2961001,1750921989.3081002,206979,216702,0.3837098459916888
514,1750921989.3081002,1750921989.3201003,211371,219134,0.35905269799695816
515,1750921989.3201003,1750921989.3321004,215608,221059,0.3602978379931301
516,1750921989.3321004,1750921989.3441005,218862,221419,0.3671851399994921
517,1750921989.3441005,1750921989.3561006,223062,223840,0.3794949099974474
518,1750921989.3561006,1750921989.3681006,230670,232781,0.3872464960004436
519,1750921989.3681006,1750921989.3801007,231368,241372,0.38419270000304095
520,1750921989.3801007,1750921989.3921008,228025,246706,0.38780178999877535
521,1750921989.3921008,1750921989.404101,219541,245423,0.38356832099088933
522,1750921989.404101,1750921989.416101,215714,237942,0.3768646730022738
523,1750921989.416101,1750921989.428101,230027,238044,0.3947211509948829
524,1750921989.428101,1750921989.4401011,235003,235521,0.3856356809992576
525,1750921989.4401011,1750921989.4521012,237003,234798,0.3982624619966373
526,1750921989.4521012,1750921989.4641013,242700,240055,0.39905608899425715
527,1750921989.4641013,1750921989.4761014,244836,243991,0.4060442580084782
528,1750921989.4761014,1750921989.4881015,246816,247955,0.4171138880046783
529,1750921989.4881015,1750921989.5001016,246780,250435,0.4075235400086967
530,1750921989.5001016,1750921989.5121017,247488,253070,0.40558404100011103
531,1750921989.5121017,1750921989.5241017,247870,256058,0.4210793050006032
532,1750921989.5241017,1750921989.5361018,248499,255711,0.4117595150019042
533,1750921989.5361018,1750921989.548102,233046,249116,0.41238056699512526
534,1750921989.548102,1750921989.560102,232167,249804,0.4025482869910775
535,1750921989.560102,1750921989.572102,237896,249703,0.4068319670041092
536,1750921989.572102,1750921989.5841022,239894,246926,0.41170929100189824
537,1750921989.5841022,1750921989.5961022,237377,244912,0.3951881310058525
538,1750921989.5961022,1750921989.6081023,248571,249922,0.4476843999873381
539,1750921989.6081023,1750921989.6201024,245966,245396,0.4079857150063617
540,1750921989.6201024,1750921989.6321025,243980,238101,0.4006189979991177
541,1750921989.6321025,1750921989.6441026,247390,246307,0.4040242990013212
542,1750921989.6441026,1750921989.6561027,251470,251647,0.41409019399725366
543,1750921989.6561027,1750921989.6681027,248861,249168,0.4192727899935562
544,1750921989.6681027,1750921989.6801028,242030,247026,0.4091905429959297
545,1750921989.6801028,1750921989.692103,234314,246646,0.39992263200110756
546,1750921989.692103,1750921989.704103,244174,248630,0.4330048059928231
547,1750921989.704103,1750921989.716103,241685,250214,0.40509582799859345
548,1750921989.716103,1750921989.7281032,227878,241223,0.3899160049913917
549,1750921989.7281032,1750921989.7401032,239654,244901,0.41693912299524527
550,1750921989.7401032,1750921989.7521033,247246,243181,0.4000267689989414
551,1750921989.7521033,1750921989.7641034,252127,250781,0.41048279700044077
552,1750921989.7641034,1750921989.7761035,250937,240919,0.4106719539995538
553,1750921989.7761035,1750921989.7881036,250969,241265,0.40755263599567115
554,1750921989.7881036,1750921989.8001037,250184,245877,0.4153452360042138
555,1750921989.8001037,1750921989.8121037,234947,240548,0.39622305799275637
556,1750921989.8121037,1750921989.8241038,233313,251759,0.4021451950102346
557,1750921989.8241038,1750921989.836104,251176,256203,0.4161822190071689
558,1750921989.836104,1750921989.848104,254515,260143,0.4210586389963282
559,1750921989.848104,1750921989.860104,253781,255611,0.4181303319928702
560,1750921989.860104,1750921989.8721042,251268,251813,0.4134495250036707
561,1750921989.8721042,1750921989.8841043,249705,249582,0.4158785320032621
562,1750921989.8841043,1750921989.8961043,249297,251091,0.4226384089997737
563,1750921989.8961043,1750921989.9081044,253791,256252,0.41532950500550214
564,1750921989.9081044,1750921989.9201045,254920,259295,0.4173280870018061
565,1750921989.9201045,1750921989.9321046,252681,258929,0.4190266309888102
566,1750921989.9321046,1750921989.9441047,249247,257394,0.4143502180086216
567,1750921989.9441047,1750921989.9561048,247745,256872,0.41504829900804907
568,1750921989.9561048,1750921989.9681048,245078,255792,0.41029478100244887
569,1750921989.9681048,1750921989.980105,249440,256906,0.41073124000104144
570,1750921989.980105,1750921989.992105,251226,257600,0.4162154129880946
571,1750921989.992105,1750921990.004105,252086,255931,0.4156806039973162
572,1750921990.004105,1750921990.0161052,252150,257309,0.4148882940062322
573,1750921990.0161052,1750921990.0281053,247442,253974,0.4096823469881201
574,1750921990.0281053,1750921990.0401053,242009,251483,0.401576906995615
575,1750921990.0401053,1750921990.0521054,250674,254130,0.42426731099840254
576,1750921990.0521054,1750921990.0641055,251795,251882,0.4048497500043595
577,1750921990.0641055,1750921990.0761056,251595,249383,0.4070463249954628
578,1750921990.0761056,1750921990.0881057,250517,247904,0.4013593850104371
579,1750921990.0881057,1750921990.1001058,254851,255026,0.4085313910036348
580,1750921990.1001058,1750921990.1121058,260838,260604,0.42087829500087537
581,1750921990.1121058,1750921990.124106,257575,258862,0.41744720000133384
582,1750921990.124106,1750921990.136106,255021,256187,0.41228378399682697
583,1750921990.136106,1750921990.148106,254730,255866,0.4116218630078947
584,1750921990.148106,1750921990.1601062,261901,263264,0.45681214801152237
585,1750921990.1601062,1750921990.1721063,255226,261204,0.41814864400657825
586,1750921990.1721063,1750921990.1841063,247706,260516,0.4100047829997493
587,1750921990.1841063,1750921990.1961064,247792,258425,0.40819600800750777
588,1750921990.1961064,1750921990.2081065,249244,254041,0.4540293909958564
589,1750921990.2081065,1750921990.2201066,247929,250201,0.4045698679983616
590,1750921990.2201066,1750921990.2321067,248434,251180,0.40234149200841784
591,1750921990.2321067,1750921990.2441068,250364,252717,0.4113274699921021
592,1750921990.2441068,1750921990.2561069,248944,252471,0.41363027499755844
593,1750921990.2561069,1750921990.268107,234202,249398,0.40911881100328173
